,Manufacturer,Year,Kilometers_Driven,Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3562,Maruti,5,61313,Hyderabad,Diesel,Manual,First,23.65,1248,88.5,5,7990
3563,Toyota,11,45000,Kolkata,Petrol,Manual,Second,14.53,1798,138.1,5,3300
3564,Maruti,5,74000,Bangalore,Diesel,Manual,First,20.77,1248,88.8,7,8750
3565,Hyundai,7,89000,Hyderabad,Petrol,Automatic,First,19.2,1197,80,5,4190
3566,Mercedes-Benz,1,13414,Kochi,Diesel,Automatic,First,17.9,2143,136,5,30770
3567,Honda,14,95000,Jaipur,Petrol,Manual,Second,16.9,1497,100,5,2110
3568,Mahindra,2,15900,Jaipur,Petrol,Manual,First,18.15,1198,82,6,6250
3569,Toyota,9,151000,Delhi,Diesel,Manual,First,11.5,2982,171,7,11400
3570,Honda,9,65000,Bangalore,Petrol,Manual,First,17,1497,118,5,5200
3571,Audi,3,36824,Coimbatore,Diesel,Automatic,First,18.53,1968,187.74,5,39840
3572,Ford,7,65287,Coimbatore,Diesel,Manual,First,20,1399,68.05,5,4450
3573,Mercedes-Benz,6,52000,Kolkata,Diesel,Automatic,First,17.9,2143,136,5,19500
3574,Chevrolet,13,33000,Hyderabad,Petrol,Manual,First,15.26,1150,74.9,5,1750
3575,Ford,4,71000,Hyderabad,Diesel,Manual,First,25.83,1498,99,5,5100
3576,Hyundai,7,71000,Delhi,Diesel,Automatic,First,22.7,1582,126.2,5,6800
3577,Maruti,4,20000,Kolkata,Petrol,Automatic,First,21.4,1197,83.1,5,5740
3578,Maruti,10,71000,Hyderabad,Petrol,Manual,First,16.1,1197,85,5,3300
3579,Mercedes-Benz,10,29000,Hyderabad,Diesel,Automatic,First,9.9,3498,271.72,4,32000
3580,BMW,4,27000,Ahmedabad,Diesel,Automatic,First,21.76,1995,190,5,35000
3581,Maruti,3,19000,Chennai,Diesel,Automatic,First,28.4,1248,73.75,5,8900
3582,Hyundai,9,58000,Mumbai,Petrol,Manual,Second,17.01,1591,121.3,5,4000
3583,Jeep,2,42203,Kochi,Diesel,Manual,First,17.1,1956,170,5,19460
3584,Hyundai,11,94000,Hyderabad,Diesel,Automatic,First,11.4,1991,142,5,5250
3585,Maruti,7,52000,Delhi,CNG,Manual,Second,15.1,1196,73,5,2600
3586,Tata,2,4900,Kolkata,Diesel,Manual,First,21.5,1497,108.5,5,9220
3587,Hyundai,7,70000,Jaipur,Petrol,Manual,First,21.1,814,55.2,5,1800
3588,Tata,15,100000,Hyderabad,Diesel,Manual,Second,13.5,1405,113.2530497,5,1300
3589,BMW,5,65266,Kochi,Diesel,Automatic,First,14.69,2993,258,5,31750
3590,Maruti,6,54569,Delhi,Diesel,Manual,First,20.77,1248,88.76,7,5990
3591,Honda,5,51361,Kochi,Petrol,Manual,First,18,1198,86.7,5,4940
3592,Ford,13,125000,Jaipur,Petrol,Manual,Third,16.6,1388,68,5,1500
3593,Honda,12,66000,Bangalore,Petrol,Manual,Third,13.5,1799,130,5,3250
3594,Maruti,13,65047,Hyderabad,LPG,Manual,First,17.3,1061,57.5,5,1950
3595,Maruti,6,22281,Delhi,Diesel,Manual,First,20.77,1248,88.8,7,6500
3596,Hyundai,7,63210,Delhi,Diesel,Manual,First,24,1120,70,5,3710
3597,Hyundai,2,31000,Pune,Petrol,Manual,First,20.14,1197,81.86,5,5000
3598,Hyundai,12,60000,Ahmedabad,Petrol,Manual,First,19.81,1086,68.05,5,1990
3599,Honda,3,32006,Mumbai,Petrol,Manual,First,18,1198,86.7,5,4250
3600,Audi,11,78000,Ahmedabad,Diesel,Automatic,First,12.4,2698,179.5,5,8000
3601,Hyundai,9,9489,Mumbai,Petrol,Manual,First,20.36,1197,78.9,5,2950
3602,Renault,2,5000,Pune,Petrol,Manual,First,25.17,799,53.3,5,3500
3603,Audi,8,60000,Jaipur,Diesel,Automatic,Second,15.2,1968,140.8,5,16000
3604,Maruti,5,50000,Jaipur,Petrol,Manual,First,22.74,796,47.3,5,2750
3605,Honda,5,53000,Delhi,Petrol,Manual,First,17.8,1497,117.3,5,6950
3606,Mercedes-Benz,9,64000,Delhi,Petrol,Automatic,Second,11.74,1796,186,5,12500
3607,Audi,3,43827,Coimbatore,Diesel,Automatic,First,13.22,2967,241.4,5,36830
3608,Volkswagen,9,36431,Pune,Petrol,Manual,First,16.2,1199,74,5,2700
3609,Hyundai,3,35000,Mumbai,Diesel,Manual,First,21.38,1396,88.7,5,9900
3610,Honda,9,94832,Kochi,Petrol,Manual,First,17,1497,118,5,3830
3611,Honda,8,88381,Coimbatore,Petrol,Manual,First,17,1497,118,5,5250
3612,Maruti,4,45194,Kolkata,Diesel,Manual,First,22.7,1598,118,5,7750
3613,Maruti,10,66000,Mumbai,Petrol,Manual,Second,16.51,1586,103.2,5,2460
3614,Maruti,6,38578,Kolkata,Diesel,Manual,First,23.4,1248,74,5,3960
3615,Maruti,5,40000,Chennai,Diesel,Manual,First,20.77,1248,88.8,7,8250
3616,Hyundai,2,20632,Coimbatore,Petrol,Manual,First,18.6,1197,81.83,5,7580
3617,Hyundai,6,73042,Hyderabad,Diesel,Manual,First,24,1120,70,5,3990
3618,Honda,6,54257,Delhi,Petrol,Manual,First,17.4,1497,117.3,5,6250
3619,Skoda,7,93000,Hyderabad,Diesel,Manual,First,20.5,1598,103.5,5,5000
3620,Mercedes-Benz,15,102000,Hyderabad,Diesel,Automatic,Second,11,2987,198.5,5,4650
3621,Hyundai,4,28881,Coimbatore,Diesel,Automatic,First,13.01,2199,194.3,7,21370
3622,Maruti,13,52195,Hyderabad,Petrol,Manual,First,19.7,796,46.3,5,1750
3623,ISUZU,2,20422,Coimbatore,Diesel,Manual,First,12.4,2499,134,5,16090
3624,Hyundai,8,38000,Kolkata,Diesel,Manual,First,24.8,1396,88.7,5,4100
3625,Ford,5,92885,Coimbatore,Diesel,Manual,First,20,1399,68,5,3560
3626,Honda,10,43000,Pune,Petrol,Manual,Second,17,1497,118,5,4210
3627,Maruti,4,70478,Coimbatore,Diesel,Manual,First,17.8,1248,113.2530497,5,6860
3628,Hyundai,5,57000,Delhi,Diesel,Manual,First,23.9,1582,126.2,5,6600
3629,Hyundai,2,32434,Coimbatore,Petrol,Automatic,First,13,1591,121.3,5,14350
3630,Ford,3,32000,Hyderabad,Diesel,Manual,First,22.7,1498,89.84,5,9500
3631,BMW,9,59000,Delhi,Diesel,Automatic,First,11.2,2993,241,4,21900
3632,BMW,4,76467,Coimbatore,Diesel,Automatic,First,18.12,1995,190,5,30450
3633,Ford,4,100000,Hyderabad,Diesel,Manual,First,25.83,1498,99,5,5100
3634,Hyundai,7,37086,Pune,Petrol,Automatic,First,17,1591,121.3,5,5440
3635,Ford,10,135000,Jaipur,Diesel,Manual,First,13.8,1399,68,5,1600
3636,Audi,6,54862,Kochi,Diesel,Automatic,First,17.68,1968,174.33,5,16670
3637,Honda,10,67758,Hyderabad,Petrol,Manual,First,10.8,2354,113.2530497,5,9500
3638,Hyundai,8,56200,Pune,Petrol,Automatic,First,15,1396,98.6,5,3850
3639,Toyota,9,169006,Kochi,Diesel,Manual,First,14.24,2755,174.5,7,10640
3640,Renault,4,20229,Bangalore,Petrol,Manual,First,25.17,799,53.3,5,3500
3641,Chevrolet,12,62000,Chennai,Petrol,Manual,Third,18,995,62,5,1100
3642,Hyundai,9,51500,Hyderabad,Petrol,Manual,Second,16.2,1599,103.2,5,2600
3643,BMW,8,69000,Hyderabad,Diesel,Automatic,First,18.88,1995,184,5,18500
3644,Hyundai,16,167000,Bangalore,Petrol,Manual,First,18.13658965,1086,113.2530497,5,1350
3645,Maruti,5,62476,Hyderabad,Diesel,Manual,First,26.59,1248,74,5,7950
3646,Hyundai,3,60500,Jaipur,Diesel,Manual,First,25.4,1186,73.97,5,5490
3647,Honda,3,17978,Mumbai,Petrol,Automatic,First,19,1199,88.7,5,6950
3648,Tata,12,300000,Jaipur,Diesel,Manual,First,17,1405,70,5,1000
3649,Ford,7,123000,Chennai,Diesel,Manual,Second,17.8,1399,67,5,4450
3650,Maruti,4,45296,Kolkata,Diesel,Manual,First,25.1,1248,88.5,5,6990
3651,Maruti,12,77325,Coimbatore,Petrol,Manual,First,15.6,1586,104.68,5,3510
3652,Maruti,2,25858,Kochi,Petrol,Automatic,First,21.4,1197,83.1,5,7540
3653,Maruti,4,120000,Bangalore,Diesel,Manual,First,23.2,1248,73.94,5,3650
3654,Hyundai,4,22000,Ahmedabad,Diesel,Automatic,First,19.5,1582,126.24,5,16000
3655,Chevrolet,8,11000,Kolkata,Petrol,Manual,First,16.2,995,62.1,5,1400
3656,Hyundai,3,3900,Mumbai,Petrol,Manual,First,18.6,1197,81.83,5,6450
3657,Hyundai,4,106092,Hyderabad,Diesel,Manual,First,24.4,1120,71,5,4400
3658,Honda,5,27000,Delhi,Petrol,Automatic,First,19,1199,88.7,5,5950
3659,Honda,7,11000,Ahmedabad,Petrol,Manual,First,19.4,1198,86.8,5,3900
3660,Mercedes-Benz,4,39753,Coimbatore,Diesel,Automatic,First,13,2143,201.1,5,35280
3661,Tata,3,39800,Pune,Diesel,Manual,First,17.6,2179,153.86,7,14250
3662,Hyundai,3,73000,Pune,Diesel,Manual,First,24.4,1120,71,5,4500
3663,Ford,5,55000,Pune,Diesel,Manual,First,22.7,1498,89.84,5,7500
3664,Tata,3,18351,Coimbatore,Petrol,Automatic,First,21.9,624,37.48,4,3410
3665,Honda,7,45000,Pune,Petrol,Manual,Second,19.4,1198,86.8,5,3250
3666,Maruti,4,112200,Hyderabad,Diesel,Manual,First,24.52,1248,88.5,7,8300
3667,Hyundai,10,29000,Bangalore,Petrol,Manual,First,20.36,1197,78.9,5,3450
3668,Hyundai,13,57309,Hyderabad,Petrol,Manual,First,17,1086,113.2530497,5,2100
3669,Mahindra,5,53392,Mumbai,Diesel,Manual,First,16,2179,140,7,11950
3670,Volkswagen,10,71000,Hyderabad,Diesel,Manual,First,20.54,1598,103.6,5,4250
3671,Tata,6,93000,Hyderabad,Diesel,Manual,First,14,2179,138.1,7,8250
3672,Honda,10,119000,Hyderabad,Petrol,Manual,First,10.2,2354,180,5,5950
3673,Maruti,4,42225,Coimbatore,Petrol,Manual,First,15.1,1196,73,7,4300
3674,Maruti,8,65000,Ahmedabad,Diesel,Manual,First,22.9,1248,74,5,3900
3675,Maruti,4,27809,Pune,Petrol,Automatic,First,21.4,1197,83.1,5,6410
3676,Mahindra,5,65100,Coimbatore,Diesel,Manual,First,15.1,2179,140,7,8360
3677,Hyundai,6,51000,Chennai,Petrol,Manual,First,19.1,1197,82,5,3850
3678,Mercedes-Benz,3,10000,Hyderabad,Diesel,Automatic,First,19.27,2143,167.62,5,36000
3679,Skoda,9,54895,Kolkata,Petrol,Manual,First,13.14,1798,160,5,7500
3680,Volkswagen,5,80768,Hyderabad,Diesel,Manual,First,20.14,1498,88.73,5,5700
3681,Maruti,1,12076,Kochi,Petrol,Manual,First,20.89,1197,81.8,5,5500
3682,Maruti,4,49000,Chennai,Diesel,Manual,First,25.2,1248,74,5,5900
3683,Honda,5,42366,Mumbai,Petrol,Manual,First,17.8,1497,117.3,5,7750
3684,BMW,10,68000,Ahmedabad,Diesel,Automatic,First,11.5,2993,235,5,18000
3685,Skoda,12,122397,Hyderabad,Diesel,Manual,First,17.5,1896,106,5,4400
3686,Volkswagen,3,50534,Coimbatore,Petrol,Automatic,First,17.21,1197,103.5,5,8270
3687,Renault,6,55300,Ahmedabad,Diesel,Manual,First,19.87,1461,83.8,5,4750
3688,Honda,12,73095,Hyderabad,Petrol,Automatic,First,16.8,1497,118,5,3800
3689,Volkswagen,9,51100,Ahmedabad,Diesel,Manual,First,20.54,1598,103.6,5,3400
3690,Hyundai,4,13436,Pune,Petrol,Manual,Second,18.9,1197,82,5,4700
3691,Ford,12,76000,Pune,Petrol,Manual,Second,16.6,1388,68,5,1490
3692,Hyundai,4,63141,Mumbai,Diesel,Manual,Second,24.4,1120,71,5,4500
3693,Honda,6,74885,Hyderabad,Diesel,Manual,First,25.8,1498,98.6,5,5400
3694,Honda,4,14000,Hyderabad,Petrol,Automatic,First,18,1497,117.3,5,11500
3695,Renault,8,56000,Pune,Diesel,Manual,Second,20.4,1461,108.5,5,3500
3696,BMW,10,46000,Ahmedabad,Diesel,Automatic,First,22.48,1995,190,5,16500
3697,Maruti,8,51800,Mumbai,Petrol,Manual,First,15.5,1586,103.3,5,3900
3698,Honda,13,81000,Hyderabad,Petrol,Automatic,First,16.4,1497,78,5,3250
3699,Volkswagen,2,17370,Kochi,Petrol,Manual,First,17,1198,73.75,5,5840
3700,Volkswagen,4,18456,Hyderabad,Petrol,Manual,First,17,1198,73.75,5,5750
3701,Audi,10,59000,Delhi,Diesel,Automatic,First,16.55,1968,140,5,10000
3702,Maruti,14,141537,Mumbai,Petrol,Manual,Second,18.9,998,67.1,5,1050
3703,Hyundai,7,51000,Delhi,Diesel,Automatic,First,19.08,1582,126.32,5,5640
3704,Mercedes-Benz,1,29311,Coimbatore,Diesel,Automatic,First,17.9,2143,170,5,50970
3705,BMW,4,31000,Mumbai,Diesel,Automatic,First,21.76,1995,190,5,29950
3706,Honda,6,80000,Mumbai,Diesel,Manual,Second,24.2,1498,98.6,7,4850
3707,Hyundai,4,33000,Hyderabad,Diesel,Automatic,First,17.01,1582,126.2,5,14500
3708,Honda,9,71556,Hyderabad,Petrol,Manual,First,17,1497,118,5,5500
3709,Ford,9,85000,Bangalore,Diesel,Manual,First,17.8,1399,68,5,3200
3710,Maruti,4,91000,Chennai,Diesel,Manual,First,26.59,1248,74,5,4500
3711,Mercedes-Benz,5,73187,Coimbatore,Diesel,Automatic,First,13,2143,204,5,30720
3712,Chevrolet,11,232000,Jaipur,Diesel,Manual,First,11.5,1991,147.9,7,3500
3713,Toyota,13,127079,Bangalore,Diesel,Manual,First,12.8,2494,102,7,6990
3714,Mahindra,6,58816,Kochi,Diesel,Manual,First,17.21,1493,100,7,3450
3715,Honda,5,63818,Kochi,Petrol,Manual,First,17.4,1497,117.3,5,6570
3716,Audi,6,40000,Kolkata,Diesel,Automatic,First,17.11,1968,174.33,5,17500
3717,Volkswagen,7,77445,Delhi,Diesel,Manual,First,22.07,1199,73.9,5,3750
3718,Ford,3,14000,Pune,Petrol,Automatic,First,14.8,1497,121.36,5,9990
3719,Toyota,8,85122,Kolkata,Diesel,Manual,First,12.99,2494,100,7,8200
3720,Honda,15,123000,Jaipur,Petrol,Manual,Third,13,1493,100,5,1100
3721,Maruti,5,61000,Kochi,CNG,Manual,First,22.1,1586,85.7,5,3890
3722,Maruti,5,63714,Chennai,Petrol,Manual,First,24.7,796,47.3,5,2450
3723,Mercedes-Benz,11,53000,Pune,Diesel,Automatic,First,8.7,2987,224.34,5,13750
3724,Maruti,3,60000,Kolkata,Diesel,Manual,First,26.59,1248,74,5,3000
3725,Maruti,3,33000,Ahmedabad,Diesel,Manual,First,24.3,1248,88.5,5,9250
3726,Volvo,7,31000,Mumbai,Diesel,Automatic,First,13.2,2400,215,5,17650
3727,Toyota,6,79000,Delhi,Diesel,Automatic,First,12.55,2982,168.5,7,18250
3728,Hyundai,7,67914,Kochi,Diesel,Manual,First,23,1396,90,5,3450
3729,Audi,5,58970,Bangalore,Diesel,Automatic,First,17.11,1968,174.33,5,23750
3730,Nissan,7,60000,Mumbai,Diesel,Manual,Second,19.64,1461,108.5,5,5450
3731,Maruti,3,35225,Coimbatore,Petrol,Automatic,First,23.1,998,67.04,5,5250
3732,Maruti,15,69496,Delhi,Petrol,Manual,First,15.9,1298,113.2530497,5,1100
3733,Hyundai,8,62282,Delhi,Petrol,Automatic,First,16.95,1197,78.9,5,2900
3734,BMW,10,80000,Hyderabad,Diesel,Automatic,First,22.69,1995,190,5,14200
3735,Hyundai,2,43698,Kochi,Petrol,Manual,First,18.9,1197,82,5,5800
3736,Hyundai,3,28052,Coimbatore,Petrol,Automatic,First,18.9,1197,82,5,7220
3737,Hyundai,4,29091,Coimbatore,Petrol,Manual,First,18.9,1197,81.86,5,4870
3738,Volkswagen,7,63000,Delhi,Petrol,Manual,First,16.47,1198,74,5,3300
3739,Honda,13,91000,Hyderabad,Petrol,Manual,Second,17.7,1497,78,5,3000
3740,Mercedes-Benz,6,30000,Hyderabad,Diesel,Automatic,First,17.9,2143,136,5,26000
3741,Maruti,3,24571,Hyderabad,Petrol,Manual,First,14,796,35,5,2900
3742,Hyundai,6,45000,Bangalore,Petrol,Automatic,First,15.74,1591,121.3,5,7500
3743,Maruti,5,24617,Hyderabad,Petrol,Manual,First,22.74,796,47.3,5,2360
3744,Maruti,3,26927,Coimbatore,Diesel,Manual,First,24.3,1248,88.5,5,11390
3745,Mahindra,7,87736,Kochi,Diesel,Manual,First,15.1,2179,140,7,7020
3746,Maruti,4,35299,Delhi,Diesel,Manual,First,24.3,1248,88.5,5,8000
3747,Hyundai,3,51612,Kochi,Petrol,Manual,First,18.6,1197,81.83,5,7110
3748,Mercedes-Benz,22,55300,Mumbai,Diesel,Automatic,First,10,1796,157.7,5,3900
3749,Maruti,11,65090,Hyderabad,Petrol,Manual,First,19.7,796,46.3,5,2150
3750,Honda,7,40000,Kolkata,Petrol,Manual,First,18,1198,86.7,5,3250
3751,Land,5,38467,Kochi,Diesel,Automatic,First,12.65,2993,255,5,70660
3752,Hyundai,7,71904,Mumbai,Diesel,Manual,First,24,1120,70,5,4610
3753,Honda,12,87000,Mumbai,Petrol,Manual,First,13.5,1799,130,5,2350
3754,Hyundai,6,33000,Chennai,Diesel,Manual,Second,24,1120,70,5,4050
3755,Maruti,11,22100,Jaipur,Petrol,Manual,Second,16.1,796,37,4,800
3756,Toyota,6,59589,Hyderabad,Diesel,Manual,First,23.59,1364,67.1,5,5600
3757,Hyundai,5,44000,Delhi,Diesel,Manual,First,22.54,1396,88.73,5,5350
3758,Maruti,3,12000,Mumbai,Petrol,Manual,First,24.07,998,67.1,5,3250
3759,BMW,8,66000,Pune,Diesel,Automatic,Second,17.05,1995,184,5,11500
3760,Maruti,4,38009,Pune,Petrol,Automatic,First,23.1,998,67.04,5,4250
3761,Skoda,11,35000,Mumbai,Petrol,Automatic,Second,13.7,1798,157.75,5,4450
3762,Mahindra,11,70000,Pune,Diesel,Manual,First,14,2498,112,7,2850
3763,Mahindra,6,86000,Delhi,Diesel,Manual,First,15.1,2179,140,7,7850
3764,Maruti,4,32000,Pune,Petrol,Manual,First,19.1,1197,85.8,5,5300
3765,Ford,3,15000,Mumbai,Petrol,Manual,First,18.88,999,123.24,5,8000
3766,Toyota,6,69918,Coimbatore,Diesel,Manual,First,21.43,1364,87.2,5,9430
3767,Hyundai,8,39000,Pune,Petrol,Manual,First,18.5,1197,80,5,2750
3768,Renault,2,1011,Mumbai,Diesel,Manual,First,20.37,1461,108.45,5,13500
3769,Mercedes-Benz,11,85000,Hyderabad,Diesel,Automatic,First,11,2987,198.5,5,9990
3770,Maruti,3,46663,Chennai,Petrol,Manual,First,21.1,998,100,5,6950
3771,Nissan,5,27000,Chennai,Petrol,Automatic,First,17.97,1498,99.6,5,6750
3772,Hyundai,5,15000,Chennai,Petrol,Automatic,First,18.9,1197,82,5,5500
3773,Maruti,2,10575,Kochi,Petrol,Manual,First,21.56,1462,103.25,5,9180
3774,Hyundai,6,12500,Jaipur,Petrol,Manual,First,19.1,1197,82,5,4150
3775,Hyundai,8,52000,Ahmedabad,Diesel,Manual,First,22.32,1582,126.32,5,6500
3776,Maruti,5,49818,Kochi,Petrol,Manual,First,21.5,1197,81.8,5,4110
3777,Hyundai,12,90000,Hyderabad,Diesel,Manual,Second,16.8,1493,110,5,2250
3778,Toyota,5,52207,Kochi,Petrol,Manual,First,17.71,1197,78.9,5,4560
3779,Mahindra,7,167362,Pune,Diesel,Manual,First,11.68,2498,112,7,4000
3780,Toyota,5,49894,Coimbatore,Diesel,Manual,First,23.59,1364,67.06,5,5270
3781,Mahindra,1,13024,Kochi,Diesel,Manual,First,18.06,2523,63,7,9110
3782,Nissan,10,128000,Pune,Diesel,Manual,Second,14.42,1995,147.6,5,6200
3783,Toyota,3,26023,Kochi,Diesel,Automatic,First,11.36,2755,171.5,7,19970
3784,Hyundai,4,42784,Delhi,Diesel,Manual,First,21.38,1396,88.7,5,10170
3785,Maruti,6,115000,Pune,Diesel,Manual,First,28.4,1248,74,5,4500
3786,Hyundai,1,30529,Kochi,Diesel,Manual,First,23.9,1582,126.2,5,14280
3787,Maruti,8,14814,Kochi,Petrol,Manual,Second,19.7,796,46.3,5,2470
3788,Maruti,4,58000,Ahmedabad,Diesel,Manual,First,23.65,1248,88.5,5,7900
3789,Hyundai,9,68128,Hyderabad,Petrol,Manual,First,21.1,814,55.2,5,2300
3790,Nissan,7,63220,Hyderabad,Petrol,Manual,First,13.24,1598,102.5,5,6500
3791,Hyundai,4,30000,Hyderabad,Petrol,Manual,First,21.1,814,55.2,5,3250
3792,Tata,3,27768,Bangalore,Diesel,Manual,First,20.65,1248,88.7,5,5850
3793,Mercedes-Benz,6,53000,Hyderabad,Diesel,Automatic,Second,14.21,2143,203,5,29000
3794,Audi,6,87652,Coimbatore,Diesel,Automatic,Second,14.16,1968,174.3,5,25710
3795,Ford,12,94873,Chennai,Petrol,Manual,Second,15.3,1596,101,5,1850
3796,BMW,5,56000,Mumbai,Diesel,Automatic,First,18.88,1995,184,5,22750
3797,Maruti,2,18678,Kochi,Petrol,Manual,First,21.1,998,100,5,8320
3798,Mercedes-Benz,6,30000,Delhi,Diesel,Automatic,First,14.21,2143,203,5,26000
3799,Ford,8,129000,Mumbai,Diesel,Automatic,First,12.8,2953,113.2530497,5.278735151,7000
3800,Hyundai,7,59000,Hyderabad,Petrol,Manual,First,20.36,1197,78.9,5,3450
3801,Hyundai,3,13000,Mumbai,Petrol,Manual,First,18.9,1197,82,5,5150
3802,Honda,6,74325,Kochi,Petrol,Manual,First,19.4,1198,86.8,5,3510
3803,Hyundai,5,45000,Kolkata,Diesel,Manual,First,21.9,1396,88.76,5,3450
3804,Volkswagen,7,57000,Pune,Petrol,Manual,First,16.47,1198,73.9,5,3750
3805,Honda,19,125943,Pune,Petrol,Manual,Second,13,1493,100,5,1450
3806,Skoda,12,80000,Delhi,Diesel,Manual,First,18.7,1896,66,5,2200
3807,Ford,10,154000,Hyderabad,Diesel,Manual,First,13.1,2499,141,7,7990
3808,Chevrolet,7,62000,Bangalore,Diesel,Manual,Second,18.3,1991,147.9,5,6750
3809,Honda,7,27000,Kolkata,Petrol,Automatic,First,14,1621.27645,113.2530497,5.278735151,11990
3810,Honda,6,45000,Kolkata,Diesel,Manual,First,24.2,1498,98.6,7,5000
3811,Maruti,8,105000,Pune,Diesel,Manual,Second,20.77,1248,88.76,7,5900
3812,Hyundai,7,26000,Mumbai,Petrol,Manual,First,18.9,1197,82,5,3750
3813,Jaguar,6,30900,Mumbai,Diesel,Automatic,First,14.74,2993,270.9,5,29500
3814,Honda,6,48000,Chennai,Petrol,Manual,First,18,1198,86.7,5,4750
3815,Audi,9,112719,Pune,Diesel,Automatic,First,12.4,2698,179.5,5,11500
3816,Hyundai,3,5000,Chennai,Petrol,Manual,First,18.6,1197,81.83,5,6950
3817,Volkswagen,4,16000,Mumbai,Petrol,Manual,First,17,1198,73.75,5,5400
3818,Renault,9,63000,Jaipur,Petrol,Automatic,First,13.4,1997,135.1,5,4750
3819,Maruti,9,28300,Chennai,Petrol,Manual,First,24.07,998,67.1,5,2150
3820,Maruti,15,49000,Jaipur,Petrol,Manual,First,19.7,796,46.3,5,900
3821,Maruti,4,12501,Kolkata,Petrol,Manual,First,20.51,998,67.04,5,3500
3822,Fiat,4,56628,Kochi,Diesel,Manual,First,20.4,1248,92,5,5850
3823,Maruti,10,105000,Pune,Diesel,Manual,First,19.3,1248,73.9,5,3150
3824,Renault,4,52126,Pune,Diesel,Manual,First,21.64,1461,84.8,5,6000
3825,Hyundai,10,38000,Kolkata,Petrol,Manual,First,18.5,1197,80,5,2230
3826,Hyundai,4,50000,Bangalore,Petrol,Manual,First,19.1,1197,82,5,2500
3827,Maruti,5,50230,Kochi,Petrol,Manual,First,18.9,998,67.1,5,3870
3828,Mahindra,6,31000,Ahmedabad,Diesel,Manual,First,15.1,2179,140,7,9500
3829,Toyota,6,79000,Delhi,Diesel,Automatic,First,12.55,2982,168.5,7,17750
3830,Renault,8,130000,Delhi,Diesel,Manual,First,19.64,1461,108.45,5,3750
3831,Hyundai,10,115000,Chennai,Petrol,Manual,Second,17.92,1086,62.1,5,1500
3832,Hyundai,7,41500,Pune,Petrol,Manual,Second,17.01,1591,121.3,5,5000
3833,BMW,6,54385,Pune,Diesel,Automatic,Second,15.06,1995,177,5,17000
3834,Honda,9,56361,Kochi,Petrol,Automatic,First,12.9,1799,130,5,4380
3835,Audi,2,22000,Delhi,Petrol,Automatic,First,15.26,1798,187.74,5,41500
3836,Maruti,3,8000,Kolkata,Petrol,Manual,First,20.51,998,67.04,5,3000
3837,Maruti,2,28741,Coimbatore,Diesel,Manual,First,24.3,1248,88.5,5,11000
3838,Land,8,117236,Pune,Diesel,Automatic,Second,11.8,2720,190,7,14000
3839,Maruti,4,30500,Pune,Diesel,Automatic,First,26.59,1248,74,5,7650
3840,Hyundai,2,5000,Kolkata,Petrol,Manual,First,17,1591,121.3,5,8700
3841,Maruti,4,42000,Hyderabad,Diesel,Manual,First,25.47,1248,88.5,7,9900
3842,Hyundai,10,32773,Mumbai,Petrol,Manual,First,13.2,1495,94,5,2050
3843,Hyundai,4,19008,Kolkata,Petrol,Manual,First,17,1197,80,5,5250
3844,Hyundai,8,32542,Kochi,Petrol,Manual,First,17,1591,121.3,5,5770
3845,Maruti,10,94753,Hyderabad,Petrol,Manual,First,19.7,796,46.3,5,1950
3846,Mahindra,9,70000,Ahmedabad,Diesel,Manual,Second,12.05,2179,120,8,7450
3847,Maruti,8,68347,Delhi,Petrol,Manual,First,18.9,998,67.1,5,2600
3848,Hyundai,9,72000,Ahmedabad,Petrol,Manual,Second,17,1197,80,5,3250
3849,Maruti,10,75014,Hyderabad,Diesel,Manual,First,21.1,1248,73.9,5,3850
3850,Renault,7,65000,Delhi,Diesel,Automatic,Second,13.73,1995,148,5,7500
3851,BMW,8,55598,Kochi,Diesel,Automatic,First,22.69,1995,190,5,11500
3852,Honda,7,50000,Pune,Petrol,Manual,First,19.4,1198,86.8,5,3250
3853,Hyundai,17,44200,Chennai,Petrol,Manual,Second,11.7,1997,134,5,1500
3854,Maruti,6,65000,Jaipur,Diesel,Manual,First,19.3,1248,73.9,5,5310
3855,Mahindra,7,49000,Hyderabad,Diesel,Manual,First,16,2179,140,7,9000
3856,Hyundai,4,7200,Kolkata,Petrol,Manual,First,19.81,1086,68.05,5,3590
3857,Maruti,4,43152,Kochi,Petrol,Manual,First,20.73,1373,91.1,5,7350
3858,Toyota,7,112000,Pune,Diesel,Manual,First,12.8,2494,102,8,12000
3859,Hyundai,3,23540,Coimbatore,Petrol,Manual,First,18.9,1197,82,5,6020
3860,Chevrolet,12,82160,Coimbatore,Diesel,Manual,First,16.52,1991,123.7,5,2570
3861,Mahindra,7,57000,Pune,Diesel,Manual,First,12.83,2696,162,7,12450
3862,Mahindra,5,39335,Coimbatore,Diesel,Manual,First,15.1,2179,140,7,12630
3863,Honda,6,62000,Bangalore,Petrol,Manual,Second,17.4,1497,117.3,5,7750
3864,Ford,6,60000,Delhi,Diesel,Manual,First,22.7,1498,89.84,5,5500
3865,Hyundai,5,35000,Kolkata,Petrol,Manual,First,18.6,1197,81.83,5,4430
3866,Mercedes-Benz,4,32345,Kochi,Diesel,Automatic,First,17.9,2143,136,5,24510
3867,Hyundai,6,47000,Ahmedabad,Petrol,Manual,First,22,814,55,5,2650
